ULTRASSONOGRAFIA - PEÇA CIRÚGICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,,REF,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA TORÁCICA EXTRACARDÍACA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA TRANSVAGINAL (INCLUI ABDOME INFERIOR FEMININO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ULTRASSONOGRAFIA TRANSVAGINAL PARA CONTROLE DE OVULAÇÃO (INCLUI ABDOME INFERIOR
FEMININO)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOPPLER COLORIDO INTRA-OPERATÓRIO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ECODOPPLERCARDIOGRAMA TRANSOPERATÓRIO - TRANSESOFÁGICO OU EPICÁRDICO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PUNÇÃO ASPIRATIVA ORIENTADA POR US,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PUNÇÃO VASCULAR ORIENTADA POR US,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"REDUÇÃO DE INVAGINAÇÃO INTESTINAL POR ENEMA, ORIENTADA POR US",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA TRANSRETAL COM BIÓPSIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ULTRASSONOGRAFIA OBSTÉTRICA (COM AMNIOCENTESE, BIÓPSIA OU PUNÇÃO ASPIRATIVA)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,,REF,,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ANGIOTOMOGRAFIA (CRÂNIO, PESCOÇO, TÓRAX, ABDOME SUPERIOR OU PELVE) - ARTERIAL OU VENOSA
(EXCLUI TOMOGRAFIA MULTISLICE)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOTOMOGRAFIA ARTERIAL DE MEMBRO INFERIOR (COM DIRETRIZ DE UTILIZAÇÃO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,116,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
ANGIOTOMOGRAFIA DE AORTA ABDOMINAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOTOMOGRAFIA DE AORTA TORÁCICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOTOMOGRAFIA CORONARIANA (COM DIRETRIZ DE UTILIZAÇÃO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,3,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE ABDOME SUPERIOR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TOMOGRAFIA COMPUTADORIZADA DE ABDOME TOTAL (ABDOME SUPERIOR, PELVE E RETROPERITÔNIO)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TOMOGRAFIA COMPUTADORIZADA DE ARTICULAÇÃO (ESTERNOCLAVICULAR, OMBRO, COTOVELO,
PUNHO, SACROILÍACA, COXOFEMORAL, JOELHO OU PÉ)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE ARTICULAÇÕES TEMPOROMANDIBULARES,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA DE COERÊNCIA ÓPTICA (COM DIRETRIZ DE UTILIZAÇÃO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,69,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL, DORSAL OU LOMBAR",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TOMOGRAFIA COMPUTADORIZADA DE CRÂNIO, SELA TÚRCICA OU ÓRBITAS",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE FACE OU SEIOS DA FACE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE MANDÍBULA/MAXILA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE MASTÓIDES OU ORELHAS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE PELVE OU BACIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TOMOGRAFIA COMPUTADORIZADA DE PESCOÇO (PARTES MOLES, LARINGE, TIREÓIDE E FARINGE)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES (BRAÇO, ANTEBRAÇO, MÃO, COXA,
PERNA OU PÉ)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE TÓRAX,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DRENAGEM PERCUTÂNEA ORIENTADA POR TC,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"TOMOGRAFIA COMPUTADORIZADA
INTERVENCIONISTA",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PUNÇÃO ASPIRATIVA ORIENTADA POR TC,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"TOMOGRAFIA COMPUTADORIZADA
INTERVENCIONISTA",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
TOMOMIELOGRAFIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"TOMOGRAFIA COMPUTADORIZADA
INTERVENCIONISTA",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ANGIO-RM (CRÂNIO, PESCOÇO, TÓRAX, ABDOME SUPERIOR OU PELVE) - ARTERIAL OU VENOSA",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIO-RM DE AORTA ABDOMINAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIO-RM DE AORTA TORÁCICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIO-RM ARTERIAL DE MEMBRO INFERIOR (COM DIRETRIZ DE UTILIZAÇÃO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,115,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ARTRO-RM (INCLUI A PUNÇÃO ARTICULAR),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ESPECTROSCOPIA POR RESSONÂNCIA MAGNÉTICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"HIDRO-RM (COLÂNGIO-RM, URO-RM, MIELO-RM, CIALO-RM OU CISTOGRAFIA POR RM)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA ARTICULAR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"RESSONÂNCIA MAGNÉTICA DE ABDOME SUPERIOR (FÍGADO, PÂNCREAS, BAÇO, RINS, SUPRA-RENAIS,
RETROPERITÔNIO)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE ARTICULAÇÃO TEMPOROMANDIBULAR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE BACIA (ARTICULAÇÕES SACROILÍACAS),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE BASE DO CRÂNIO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE BOLSA ESCROTAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"RESSONÂNCIA MAGNÉTICA DE COLUNA CERVICAL, DORSAL OU LOMBAR",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"RESSONÂNCIA MAGNÉTICA DE CORAÇÃO - MORFOLÓGICO E FUNCIONAL (COM OU SEM PERFUSÃO,
VIABILIDADE MIOCÁRDICA E ESTRESSE)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE COXA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE CRÂNIO (ENCÉFALO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE FACE OU SEIOS DA FACE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
RM - FLUXO LIQUÓRICO - COMPLEMENTAR Á RESSONÂNCIA MAGNÉTICA (COM DIRETRIZ DE UTILIZAÇÃO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,123,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE MAMA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE MÃO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE MEMBRO SUPERIOR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE ÓRBITAS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE OSSOS TEMPORAIS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE PÉ (ANTEPÉ),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE PELVE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE PÊNIS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE PERNA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"RESSONÂNCIA MAGNÉTICA DE PESCOÇO (NASOFARINGE, OROFARINGE, LARINGE, TRAQUÉIA, TIREÓIDE,
PARATIREÓIDE)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE PLEXO BRAQUIAL (DESFILADEIRO TORÁCICO) OU LOMBOSSACRAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA DE SELA TÚRCICA (HIPÓFISE),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"RESSONÂNCIA MAGNÉTICA DE TÓRAX (MEDIASTINO, PULMÃO, PAREDE TORÁCICA)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RESSONÂNCIA MAGNÉTICA FETAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,,REF,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
IRRADIAÇÃO DE MEIO-CORPO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
IRRADIAÇÃO DE PELE TOTAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
IRRADIAÇÃO DO CORPO INTEIRO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROFILAXIA/TERAPIA DE GINECOMASTIA (HOMEM SOB HORMONIOTERAPIA),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
RADIOCIRURGIA (POR ESTEREOTAXIA OU GAMA-KNIFE),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOTERAPIA ANTI-INFLAMATÓRIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"RADIOTERAPIA COM MODULAÇÃO DA INTENSIDADE DO FEIXE (IMRT) PARA TUMORES DA REGIÃO DA
CABEÇA E PESCOÇO",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"RADIOTERAPIA CONFORMADA TRIDIMENSIONAL - PARA CABEÇA E PESCOÇO, SISTEMA NERVOSO
CENTRAL (SNC), MAMA, TORÁX, ABDOME E PELVE",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOTERAPIA CONVENCIONAL COM ACELERADOR LINEAR COM FÓTONS E ELÉTRONS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOTERAPIA CONVENCIONAL COM ACELERADOR LINEAR COM UNIDADE DE TELECOBALTO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOTERAPIA CONVENCIONAL COM ACELERADOR LINEAR SÓ COM FÓTONS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOTERAPIA DE HEMANGIOMA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOTERAPIA ESTEREOTÁXICA FRACIONADA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOTERAPIA MEGAVOLTAGEM,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
